[2025-07-18 20:50:29] [EasyTrainerLogger] Logger initialized. Writing to log_2.txt and log_current.txt
[2025-07-18 20:50:29] [EasyTrainerInit] Starting initialization
[2025-07-18 20:50:29] [EasyTrainerInit] Performing data dumps and loading to memory.
[2025-07-18 20:50:29] [EasyTrainerWeaponLoader] Loaded 1778 weapons.
[2025-07-18 20:50:30] [EasyTrainerVehicleLoader] Loaded 534 vehicles (Injected 0 new).
[2025-07-18 20:50:30] Silencio (Items.MeleeMod3_Common) | Common | Unknown | itemPart, WeaponMod, MeleeMod, Common
[2025-07-18 20:50:32] Unknown (Items.w_lmg__constitutional_defender__rcv1) | Unknown | Unknown | itemPart
[2025-07-18 20:50:32] Unknown (Items.wst_ep1_hlp_110_shard_001) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Unknown (Items.MantisBladeHolsteredFists) | Unknown | Miscellaneous | base_fists, SkipActivityLog, IgnoreInventory, Quest, Preload, DoNotRegenerateOnPartChange, Cyberware
[2025-07-18 20:50:32] Adrenaline Booster (Items.StaminaRegenBoosterCommon) | Common | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Bloodbruiser (Items.BluntMod2_Uncommon) | Uncommon | Blunt Weapon Mod | itemPart, WeaponMod, MeleeMod, BluntMod, Uncommon
[2025-07-18 20:50:32] Unknown (Items.w_rifle_assault__darra_umbra__base1) | Unknown | Muzzle | itemPart
[2025-07-18 20:50:32] Water-damaged record (Items.sq030_old_record) | Unknown | Miscellaneous | Quest
[2025-07-18 20:50:32] Biomonitor (Items.HealthMonitorCommon) | Common | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Unknown (Items.w_smg__kang_tao_dian__rcv1) | Unknown | Unknown | itemPart
[2025-07-18 20:50:32] Unknown (Items.sts_bls_ina_05_shard_04) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Unknown (Items.ep1_generic_police_report_shard) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Universal Booster (Items.AdvancedPainDistributorEpic) | Epic | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Unknown (Items.sa_ep1_36_shard_001) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Unknown (Items.sa_ep1_35_shard_002) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Bottlecap on a String (Items.TygerClawsJewellery) | Unknown | Unknown | Junk, Jewellery
[2025-07-18 20:50:32] Unknown (Items.q103_nash_shard) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Unknown (Items.crowd_pill_a) | Unknown | Miscellaneous | Prop, HideInBackpackUI, HideAtVendor, HideInUI
[2025-07-18 20:50:32] Unknown (Items.w_handgun__budget_slaughtomatic__mag_stdr) | Unknown | Magazine | itemPart
[2025-07-18 20:50:32] Stabber (Items.AdvancedOilDispenserCommon) | Common | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Microrotors (Items.CyberRotorsLegendary) | Legendary | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Unknown (Items.ma_bls_ina_se1_28_onscreen_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Zero-G (Items.ThrowMod2_Rare) | Rare | Unknown | itemPart, WeaponMod, MeleeMod, ThrowMod, Rare
[2025-07-18 20:50:32] Drip Coffee Maker (Items.GenericCorporationJunkItem5) | Unknown | Junk | Junk, NoVisuals
[2025-07-18 20:50:32] Counterfeit Documents (Items.GenericGangJunkItem4) | Unknown | Junk | Junk
[2025-07-18 20:50:32] Unknown (Items.Unit_Test06) | Unknown | Miscellaneous | Weapon, Pistol
[2025-07-18 20:50:32] Unknown (Items.AdvancedBoostedTendonsStatsShard) | Unknown | Cyberware Stat Mod | itemPart, Fragment, itemPart, SkipActivityLog, HideInBackpackUI
[2025-07-18 20:50:32] RAM Upgrade (Items.AdvancedRamUpgradeLegendary) | Legendary | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Unknown (Items.ma_wbr_hil_05_onscreen_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Unknown (Items.StandardAmmoMagazine) | Unknown | Magazine | itemPart
[2025-07-18 20:50:32] Myers' notes (Items.q302_squat_myers_notes) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Cogito Lattice (Items.AdvancedCogitoFrameCommonPlus) | Common | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Electromag Recycler (Items.IconicDischargeConnectorRare) | Iconic | Cyberware | Cyberware, HideInBackpackUI, IllegalItem
[2025-07-18 20:50:32] Microrotors (Items.AdvancedCyberRotorsLegendaryPlusPlus) | Legendary++ | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Unknown (Items.ma_std_arr_10_onscreen_02) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Equalizer (Items.RangedMod3_Common) | Common | Unknown | itemPart, WeaponMod, RangedMod, GenericRangedMod, Common
[2025-07-18 20:50:32] Medical Forceps (Items.GenericJunkItem18) | Unknown | Junk | Junk
[2025-07-18 20:50:32] Unknown (Items.SimpleWeaponMod16) | Unknown | Weapon Mod | itemPart, WeaponMod, DeprecatedWeaponMod, HideInUI, HideAtVendor
[2025-07-18 20:50:32] Mechatronic Core (Items.AdvancedMechatronicCoreEpicPlus) | Epic | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Unknown (Items.generic_blackhand_skillchips) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Unknown (Items.crowd_cyberjaw) | Unknown | Miscellaneous | Prop, HideInBackpackUI, HideAtVendor, HideInUI
[2025-07-18 20:50:32] Bloodbruiser (Items.BluntMod2_Rare) | Rare | Blunt Weapon Mod | itemPart, WeaponMod, MeleeMod, BluntMod, Rare
[2025-07-18 20:50:32] Unknown (Items.w_rifle_assault__tsunami_kyubi__mag_stdr) | Unknown | Magazine | itemPart
[2025-07-18 20:50:32] Hyakume (Items.Scene_Ajax_Scope) | Unknown | Unknown | itemPart, WeaponMod, ShortScope, CourierReward, Tier3-4, DummyPart, HideInUI, HideAtVendor
[2025-07-18 20:50:32] Rara Avis (Items.IconicAdvancedT1000Epic2Plus) | Iconic | Cyberware | Cyberware, HideInBackpackUI, IllegalItem, SkipActivityLog
[2025-07-18 20:50:32] Unknown (Items.ma_cct_dtn_107_onscreen_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Kiroshi \"Doomsayer\" Optics (Items.AdvancedKiroshiOpticsHunterEpic) | Epic | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Kinetic Frame (Items.AdvancedBoneMarrowCellsUncommonPlus) | Uncommon | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Kerenzikov (Items.AdvancedKerenzikovLegendaryPlus) | Legendary+ | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Feen-X (Items.AdvancedNeuroMatrixRarePlus) | Rare+ | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Titanium Bones (Items.AdvancedTitaniumInfusedBonesLegendary) | Legendary | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Pinpoint (Items.HGMod1_Rare) | Rare | Unknown | itemPart, WeaponMod, RangedMod, Rare
[2025-07-18 20:50:32] Mechatronic Core (Items.RoboticCoreLegendary) | Legendary | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Unknown (Items.ValentinosMeleeWeaponMod) | Unknown | Weapon Mod | itemPart, WeaponMod, DeprecatedWeaponMod, HideInUI, HideAtVendor, FactionItem
[2025-07-18 20:50:32] Unknown (Items.sts_bls_ina_06_shard_02) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Sandevistan: Heatsink (Items.SandevistanFragment4) | Unknown | Fragment | itemPart, Fragment, itemPart, DummyPart, SkipActivityLog, HideInBackpackUI, HideInUI, HideAtVendor
[2025-07-18 20:50:32] Reflex Tuner (Items.AdvancedReflexRecorderLegendaryPlus) | Legendary+ | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Disturbing Diary (Items.mq028_stalker_diary_shard) | Unknown | Shard | Readable, Quest
[2025-07-18 20:50:32] Cogito Lattice (Items.AdvancedCogitoFrameUncommon) | Uncommon | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Unknown (Items.AdvancedDischargeConnectorStatsShard) | Unknown | Cyberware Stat Mod | itemPart, Fragment, itemPart, SkipActivityLog, HideInBackpackUI
[2025-07-18 20:50:32] Unknown (Items.w_submachinegun__arasaka_shingen__base1) | Unknown | Muzzle | itemPart
[2025-07-18 20:50:32] Militech Incendiary Round (Items.MilitechProjectileLauncherRound1) | Unknown | Fragment | itemPart, Fragment, itemPart, DummyPart, SkipActivityLog, HideInBackpackUI, HideInUI, HideAtVendor, itemPart, FactionItem
[2025-07-18 20:50:32] Scar Coalescer (Items.AdvancedNoPainNoGainLegendaryPlus) | Legendary+ | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Archived Conversation: Foz Dawkins and Dylan Rea (Items.q301_border_smuggler_spot_02) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Rayfield Service Key (Items.q000_rayfield_key) | Unknown | Miscellaneous | Quest
[2025-07-18 20:50:32] Visual Cortex Support (Items.AdvancedVisualCortexSupportRarePlus) | Rare+ | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Unknown (Items.DummyBlankModVendor) | Unknown | Weapon Mod | itemPart, WeaponMod, DummyPart, HideInUI, HideAtVendor
[2025-07-18 20:50:32] Syn-Lungs (Items.IronLungsUncommon) | Uncommon | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Unknown (Items.ep1_generic_supplements_shard) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Unknown (Items.int_misc_001__paint_spray_c) | Unknown | Miscellaneous | Prop, HideInBackpackUI, HideAtVendor, HideInUI
[2025-07-18 20:50:32] Syn-Lungs (Items.IronLungsRare) | Rare | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Unknown (Items.w_handgun__tsunami_nue__mag_std) | Unknown | Magazine | itemPart
[2025-07-18 20:50:32] Unknown (Items.sq006_maelstrom_note) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Unknown (Items.sts_cct_cpz_01_shard_003) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Unknown (Items.wst_ep1_12_shard_002) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Unknown (Items.ma_cct_dtn_02_onscreen_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Unknown (Items.sts_ep1_04_shard_001) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Unknown (Items.generic_rockyridge_grenades) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Shard (Items.ma_wbr_jpn_04_shard) | Unknown | Miscellaneous | Quest
[2025-07-18 20:50:32] Unknown (Items.int_containers_001__medicine_bottle_e) | Unknown | Miscellaneous | Prop, HideInBackpackUI, HideAtVendor, HideInUI
[2025-07-18 20:50:32] Unknown (Items.DestroyedBag2) | Unknown | Miscellaneous | NoLootMappin
[2025-07-18 20:50:32] Unknown (Items.AdvancedWeirdTankyPlatingStatsShard) | Unknown | Cyberware Stat Mod | itemPart, Fragment, itemPart, SkipActivityLog, HideInBackpackUI
[2025-07-18 20:50:32] Revulsor (Items.IconicAdvancedReflexRecorderEpicPlus) | Iconic | Cyberware | Cyberware, HideInBackpackUI, IllegalItem
[2025-07-18 20:50:32] Unknown (Items.ma_wat_kab_08_onscreen_02) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Unknown (Items.generic_samurai_band) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Unknown (Items.ma_pac_wwd_102_onscreen_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Unknown (Items.ma_wbr_hil_02_onscreen_04) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Cigar (Items.CasinoRichJunkItem3) | Unknown | Junk | Junk, NoVisuals
[2025-07-18 20:50:32] Unknown (Items.apparel_lighter_a) | Unknown | Miscellaneous | Prop, HideInBackpackUI, HideAtVendor, HideInUI
[2025-07-18 20:50:32] Mechatronic Core (Items.AdvancedMechatronicCoreLegendary) | Legendary | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Unknown (Items.crowd_int_apparel_002__umbrella_small) | Unknown | Miscellaneous | Prop, HideInBackpackUI, HideAtVendor, HideInUI, ItemDecoration_Rain, ItemDecoration_RainOnly, OnDropFadeoutNoDelay
[2025-07-18 20:50:32] Unknown (Items.w_submachinegun__militech_saratoga__mag_std) | Unknown | Magazine | itemPart
[2025-07-18 20:50:32] Unknown (Items.ma_std_rcr_14_onscreen_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Unknown (Items.we_ep1_05_shard_001) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Unknown (Items.angle_polisher) | Unknown | Miscellaneous | Prop, HideInBackpackUI, HideAtVendor, HideInUI
[2025-07-18 20:50:32] Microrotors (Items.AdvancedCyberRotorsLegendaryPlus) | Legendary+ | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Unknown (Items.ma_pac_cvi_01_onscreen_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Roulette – types of bets (Items.q303_casino_roulette_shard) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Unknown (Items.sts_ep1_07_shard_002) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Projectile Launcher Shell (Items.ProjectileLauncherRoundBase) | Unknown | Fragment | itemPart, Fragment, itemPart, DummyPart, SkipActivityLog, HideInBackpackUI, HideInUI, HideAtVendor, itemPart
[2025-07-18 20:50:32] Atomic Sensors (Items.AdvancedTroubleFinderEpicPlus) | Epic | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Nano-plating (Items.AdvancedNanoTechPlatesLegendaryPlusPlus) | Legendary++ | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Unknown (Items.wst_ep1_gp_101_shard_002) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Kinetic Frame (Items.AdvancedBoneMarrowCellsCommon) | Common | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Universal Booster (Items.AdvancedPainDistributorRare2) | Rare | Cyberware | Cyberware, HideInBackpackUI, SkipActivityLog
[2025-07-18 20:50:32] Unknown (Items.cooking_pan_c) | Unknown | Miscellaneous | Prop, HideInBackpackUI, HideAtVendor, HideInUI
[2025-07-18 20:50:32] Unknown (Items.cbj_ep1_10_shard_02) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Unknown (Items.ma_wat_nid_07_onscreen_03) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] The Unresolved – Distant Light (Items.q204_vinyl_the_unresolved_distant_light) | Unknown | Junk | Junk
[2025-07-18 20:50:32] XC-10 Strix (Items.w_silencer_02) | Unknown | Muzzle | itemPart, WeaponMod, Silenced, AirDropReward, Tier3-4
[2025-07-18 20:50:32] Arasaka Mk.3 (Items.AdvancedArasakaShadowMKIIIRare) | Rare | Cyberware | Cyberware, HideInBackpackUI, Cyberdeck
[2025-07-18 20:50:32] Unknown (Items.ep1_generic_mass_driver_shard) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Rice (Items.sq029_rice) | Unknown | Miscellaneous | Quest
[2025-07-18 20:50:32] Unknown (Items.BasicHolsteredFistsRoot) | Unknown | Fragment | itemPart, Fragment, itemPart, parentPart, DummyPart, SkipActivityLog, HideInBackpackUI, HideInUI, HideAtVendor
[2025-07-18 20:50:32] Subdermal Armor (Items.AdvancedBoringPlatingEpic) | Epic | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Dense Marrow (Items.AdvancedDenseMarrowUncommon2Plus) | Uncommon | Cyberware | Cyberware, HideInBackpackUI, SkipActivityLog
[2025-07-18 20:50:32] Immovable Force (Items.IconicGunStabilizerCommonPlus) | Common | Cyberware | Cyberware, HideInBackpackUI, IllegalItem
[2025-07-18 20:50:32] Ready Steady (Items.ARSMGLMGMod2_Rare) | Rare | Unknown | itemPart, WeaponMod, RangedMod, Rare
[2025-07-18 20:50:32] Titanium Bones (Items.AdvancedTitaniumInfusedBonesEpic) | Epic | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Pax (Items.GenericMod1_Epic) | Epic | Weapon Mod | itemPart, WeaponMod, Epic
[2025-07-18 20:50:32] RC-7 Dybbuk (Items.w_muzzle_brake_09_Craftable) | Unknown | Unknown | itemPart, WeaponMod, Muzzle_Brake, CourierReward, Tier1-4
[2025-07-18 20:50:32] [31.05.77] I'm sorry (Items.q306_love_letter_02) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Unknown (Items.w_handgun__krausser_grit__base1) | Unknown | Muzzle | itemPart
[2025-07-18 20:50:32] Money Shard (Items.MoneyShardUncommon) | Uncommon | Unknown | MoneyShard, HideInUI, SkipActivityLog, HideInBackpackUI
[2025-07-18 20:50:32] Digital Compass (Items.MilitechJunkItem3) | Unknown | Junk | Junk, FactionItem, Militech, NoVisuals
[2025-07-18 20:50:32] Unknown (Items.crowd_glass_f_whiskey_empty) | Unknown | Miscellaneous | Prop, HideInBackpackUI, HideAtVendor, HideInUI
[2025-07-18 20:50:32] Kerenzikov Boost System (Items.AdvancedKerenziovBoostSystemUncommon) | Uncommon | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Unknown (Items.KERSFragment2) | Unknown | Fragment | itemPart, Fragment, itemPart, DummyPart, SkipActivityLog, HideInBackpackUI, HideInUI, HideAtVendor
[2025-07-18 20:50:32] Jacob Lamb's Eye (Items.sts_wat_lch_05_eye_in_jar) | Unknown | Miscellaneous | Quest
[2025-07-18 20:50:32] Unknown (Items.generic_1000_beats_second_shard) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Biotech Σ Mk.3 (Items.AdvancedBiotechSigmaMKIIIEpic) | Epic | Cyberware | Cyberware, HideInBackpackUI, Cyberdeck
[2025-07-18 20:50:32] Panorama (Items.SmartMod3_Base) | Unknown | Unknown | itemPart, WeaponMod, RangedMod, Smart
[2025-07-18 20:50:32] Unknown (Items.w_rifle_assault__tsunami_kyubi__rcv1) | Unknown | Unknown | itemPart
[2025-07-18 20:50:32] Unknown (Items.LegsModule) | Unknown | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Databank (Items.mq024_sandra_data_carrier_cracked) | Unknown | Miscellaneous | Quest
[2025-07-18 20:50:32] RAM Recoup (Items.AdvancedCompilingSkeletonEpic2) | Epic | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Unknown (Items.mq305_lab_dante_shard) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Netrunner's Shard (Items.sts_wbr_jpn_05_shard) | Unknown | Miscellaneous | Quest
[2025-07-18 20:50:32] What happened to the passengers of flight OA 1222? (Items.q306_dtown_trip_mystery) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Unknown (Items.ma_bls_ina_se5_35_onscreen_01) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Synaptic Accelerator (Items.AdvancedSynapticAcceleratorUncommon) | Uncommon | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Unknown (Items.generic_scavengers_pistol) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Rosary (Items.GenericJunkItem10) | Unknown | Junk | Junk
[2025-07-18 20:50:32] Unknown (Items.generic_fanfic_shard) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Unknown (Items.generic_outer_inner_dialogues_shard) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Dense Marrow (Items.AdvancedDenseMarrowRare2) | Rare | Cyberware | Cyberware, HideInBackpackUI, SkipActivityLog
[2025-07-18 20:50:32] Archived Conversation: Reginald Keyes and J.T. Codd (Items.q301_stadium_conversation_transcript) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] Cerberus’ decoded behavioral system component (Items.Q305_Cerberus_core_cracked) | Unknown | Miscellaneous
[2025-07-18 20:50:32] Zenith (Items.HGMod2_Legendary) | Legendary | Unknown | itemPart, WeaponMod, RangedMod, Legendary
[2025-07-18 20:50:32] Unknown (Items.StatsToken) | Unknown | Miscellaneous | StatsToken
[2025-07-18 20:50:32] Unknown (Items.ma_std_rcr_18_onscreen_02) | Unknown | Shard | Readable, Shard, SkipActivityLog, HideInBackpackUI, HideAtVendor
[2025-07-18 20:50:32] ProxiShield (Items.AdvancedProximityReducerLegendaryPlusPlus) | Legendary++ | Cyberware | Cyberware, HideInBackpackUI
[2025-07-18 20:50:32] Unknown (Items.w_handgun__malorian_silverhand__base1) | Unknown | Muzzle | itemPart
[2025-07-18 20:50:32] Unknown (Items.WhistleProgram) | Unknown | Quickhack | itemPart, SoftwareShard, Tier1Shard, DeprecatedQuickhack
[2025-07-18 20:50:32] Spinetickler (Items.TechMod1_Rare) | Rare | Unknown | itemPart, WeaponMod, RangedMod, Tech, Rare
